Date,BTC,ETH,NVDA,AVGO,MSFT,META,JPM,XLF,XOM,SPY
2024-09-18,0.02223798894564699,0.011966155926492306,-0.019205737525469724,-0.0049240829873803404,-0.009973606651844658,0.003039327552498916,-0.008219926692520918,-0.003088459593044046,0.0035032353312260955,-0.002965935955357324
2024-09-19,0.020937291974474137,0.04009875947956032,0.03969299861510245,0.0389722856246395,0.01829132057593852,0.039315764339114434,0.014214757881381601,0.011064372306987424,0.0123930908844887,0.017064380731744544
2024-09-20,0.004012038411551844,0.039078907942797114,-0.015865018643100526,0.02198082391740508,-0.007796235098519233,0.004024421455104843,0.0028981368904157367,-0.0006565613535026715,-0.006293125736782645,-0.001728493464093095
2024-09-21,0.003194394254405042,0.021391493792606076,,,,,,,,
2024-09-22,0.004004601863112578,-0.012613314361003103,,,,,,,,
2024-09-23,-0.005010473135318549,0.025430636221980274,,,,,,,,
2024-09-24,0.01535087678718594,0.0021931251720292977,0.03965250684776822,0.010986393987941545,-0.010011266169420163,-0.0019134485644186627,0.0007094949448767096,-0.008362502967115826,-0.0026414514217607543,0.0028610494997864944
2024-09-25,-0.018021597802944433,-0.028242759218479185,0.02184157910649298,0.0038891188155751877,0.00685037875395178,0.008840335537405597,-0.006616506459040328,-0.005992100669725775,-0.019478977959304422,-0.0022052471711812016
2024-09-26,0.032273891570151925,0.020474339471486358,0.004291258551982091,0.014642282254944794,-0.0018512562752063255,-0.0008270750028597229,-0.001950667559181385,0.00513503253131975,-0.017164601712207683,0.003964471534010361
2024-09-27,0.00935309904070647,0.024200548885121798,-0.021283635602933226,-0.030321649462650146,-0.007628054092974401,-0.0008451645195221014,0.003432220764465699,0.0028876234861319183,0.026773028804168764,-0.0014503990937563271
2024-09-28,0.0014741358273548943,-0.006810923232421495,,,,,,,,
2024-09-29,-0.003829909793174213,-0.006794350426726936,,,,,,,,
2024-09-30,-0.035130555094979754,-0.021164662339909768,,,,,,,,
2024-10-01,-0.039357521968434894,-0.059215476810716816,-0.036561430832246056,-0.02915931711880182,-0.022333158871664094,0.0070398444817196815,-0.018116359761916168,-0.005295601795919258,0.023118896318598425,-0.00895838840635721
2024-10-02,-0.0033568819965540397,-0.03417400898294953,0.015812013089248955,0.019048038484302587,-0.008462291039292968,-0.006348730371060984,0.0012076217868333128,0.0011089790014477963,0.013257669403647698,0.0004222928100567902
2024-10-03,0.0020882627636797935,-0.006528083382423278,0.03365587212693133,0.007207358693069432,-0.0014144668906022062,0.017387946760310635,-0.00993788076660096,-0.005317897055423737,0.00872282455355533,-0.0018282870843239207
2024-10-04,0.021528753876634443,0.027663174452933648,0.016849881537600142,0.027633900977004133,-0.0011523474129487843,0.02259886648580589,0.035493829073422134,0.016930359570600517,0.018355416282831216,0.009087094574915522
2024-10-05,0.0003620681473552878,0.0003469822452661919,,,,,,,,
2024-10-06,0.011741093613744757,0.010070213255379601,,,,,,,,
2024-10-07,-0.009269383518558882,-0.0074432160600884645,,,,,,,,
2024-10-08,-0.001682150134457161,0.007450745129958358,0.04047918397275185,0.03227081725561276,0.012623919366054892,0.01386844824625233,-0.0008532740918819615,0.005766107193809544,-0.02656136779358731,0.009457440639503378
2024-10-09,-0.024944762232405493,-0.029328705566008972,-0.001806172001041273,0.028882750108732758,0.006631092040170428,-0.00401414652742671,0.01266914526685703,0.009261346293919281,0.0004097177832982357,0.0069263742769880565
2024-10-10,-0.005077433013489285,0.0065762664129611625,0.016283692720428844,-0.0013980731122742451,-0.0038805646296536933,-0.011312249651023953,-0.0027177385997962933,-0.0030587584126984257,0.008600283147148113,-0.0017500368840644986
2024-10-11,0.036011743668549645,0.022088362462288513,-7.410966823606646e-05,-0.022672349231581235,0.001154212667504595,0.01048255590277658,0.04439959831530027,0.019285605975653652,0.003816758090768868,0.005988342474201325
2024-10-12,0.011977460447594401,0.016420909144015505,,,,,,,,
2024-10-13,-0.005406426515387475,-0.00357202041554483,,,,,,,,
2024-10-14,0.050830232433260125,0.06533387483978648,,,,,,,,
2024-10-15,0.015064992457922477,-0.00870247272142377,-0.046860369431920956,-0.03472113917123287,-0.0009543819622400695,-0.007028827404150784,0.004108667817100287,0.002136862148741425,-0.03006117099893224,-0.007769603150609483
2024-10-16,0.008526251733136592,0.0019493612019787498,0.031306901690387745,0.0047732915442864066,-0.006256936687659809,-0.016170146466661817,0.005620856661191276,0.012366704787809546,0.002575894290397285,0.004346199138516971
2024-10-17,-0.0031485616380424464,-0.0026152226716711358,0.008915487688009982,0.026637342052901802,0.0014420372827390615,0.00024276112092835866,0.0034877111479563183,0.0027377643725410294,-0.002569276106743401,8.600441767470102e-05
2024-10-18,0.015118035686984221,0.014314475606500121,0.007814114904975744,-0.009034319179947903,0.0034556232526332664,-0.0007974804936483615,0.004233068763601633,0.00021017419194246934,-0.0028250958922627634,0.003846548369420555
2024-10-19,-0.0008192879217548965,0.002689606589697968,,,,,,,,
2024-10-20,0.009346740674458287,0.03688927328017333,,,,,,,,
2024-10-21,-0.023678423698328066,-0.029366775513825272,,,,,,,,
2024-10-22,-9.567341618454961e-05,-0.01707410468059689,-0.0008350920943479556,-0.0033890720676258423,0.020846268981536964,0.011909687961436655,0.005022397474798268,-0.0019051388322961493,0.005163101242387835,-0.0005310730001248931
2024-10-23,-0.01379441121005398,-0.04240086191916037,-0.028066200880285996,-0.03272392150812775,-0.006806858719395126,-0.031477033843003266,-0.0031678752474693095,-0.0008483168857854606,-0.0035624758563596037,-0.009137472564623828
2024-10-24,0.02602442034118191,0.010123020035770258,0.006090732599210558,-0.012448703794345262,0.00030605411842832275,0.00725584487119546,0.007027379099610931,0.0008490371383265138,-0.00565395019348458,0.0021628025973028375
2024-10-25,-0.022280180844656217,-0.03888913398757343,0.008047804988076557,0.009629288750526488,0.008052263771797907,0.009633924491966539,-0.011867820425567221,-0.011028618085228592,-0.0008362230551198779,-0.0003454048306994473
2024-10-26,0.00558625096700216,0.017927081761059283,,,,,,,,
2024-10-27,0.01364777618155344,0.01062161945285034,,,,,,,,
2024-10-28,0.029125296867722028,0.02370665487957191,,,,,,,,
2024-10-29,0.04023493905417541,0.02830390688093809,0.005194853271417221,0.04197159486115498,0.012564823044524553,0.02615182686290418,-0.011529929285669982,-0.006142792221436988,-0.01362489628509067,0.001618272212904115
